university,degree,course_name,exam_weight,degree_clean
UC3M,comunicacion,Festivales de cine en la cultura global (1),50.0,Communication
UC3M,comunicacion,Filosofía Política (3),50.0,Communication
UC3M,comunicacion,Formatos Televisivos (2),40.0,Communication
UC3M,comunicacion,Geografía y medios audiovisuales (3),0.0,Communication
UC3M,comunicacion,Gestión y promoción de productos audiovisuales (1),60.0,Communication
UC3M,comunicacion,Guión de televisión II (programas) (2),40.0,Communication
UC3M,comunicacion,Industrias culturales y de la comunicación (3),60.0,Communication
UC3M,comunicacion,Movimientos artísticos contemporáneos (3),50.0,Communication
UC3M,comunicacion,Representaciones identidades en los medios audiovisuales (2),0.0,Communication
UC3M,periodismo,Competencias digitales para el uso de la información,0.0,Journalism
UC3M,periodismo,Estrategias de Expresión,0.0,Journalism
UC3M,periodismo,Fundamentos del Periodismo,60.0,Journalism
UC3M,periodismo,Historia del periodismo en España,60.0,Journalism
UC3M,periodismo,Redacción Periodística I,60.0,Journalism
UC3M,periodismo,Verificación Informativa,50.0,Journalism
UC3M,periodismo,Filosofía Política,50.0,Journalism
UC3M,periodismo,Lenguaje aplicado al periodismo,60.0,Journalism
UC3M,periodismo,Periodismo e Inteligencia Artificial,50.0,Journalism
UC3M,periodismo,Redacción Periodística II,40.0,Journalism
UC3M,periodismo,Teoría de la Comunicación,50.0,Journalism
UC3M,periodismo,Derecho de la Información,60.0,Journalism
UC3M,periodismo,Radio Informativa,30.0,Journalism
UC3M,periodismo,Diseño en medios periodísticos,40.0,Journalism
UC3M,periodismo,Competencias digitales para el tratamiento de datos. Nivel intermedio,35.0,Journalism
UC3M,periodismo,Periodismo Social,50.0,Journalism
UC3M,periodismo,Periodismo Económico,50.0,Journalism
UC3M,periodismo,Fotoperiodismo,30.0,Journalism
UC3M,periodismo,Periodismo Deportivo,60.0,Journalism
UC3M,periodismo,Técnicas de Locución,50.0,Journalism
UC3M,periodismo,Comunicación de la Empresa,50.0,Journalism
UC3M,periodismo,Geografía del mundo actual,0.0,Journalism
UC3M,periodismo,Grandes desafíos mundiales,60.0,Journalism
UC3M,periodismo,Historia del periodismo universal,60.0,Journalism
UC3M,periodismo,Infografía en medios periodísticos,40.0,Journalism
UC3M,periodismo,Oratoria y medios de comunicación,60.0,Journalism
UC3M,periodismo,Técnicas de búsqueda y uso de la información,0.0,Journalism
UC3M,periodismo,Técnicas de expresión oral y escrita,0.0,Journalism
UC3M,periodismo,Filosofía Política,50.0,Journalism
UC3M,periodismo,Historia de España,50.0,Journalism
UC3M,periodismo,Teoría de la comunicación mediática,60.0,Journalism
UC3M,periodismo,Comunicación y participación ciudadana en la red,30.0,Journalism
UC3M,periodismo,Estadística aplicada al periodismo,45.0,Journalism
UC3M,periodismo,Estructura del sistema de medios,50.0,Journalism
UC3M,periodismo,La noticia periodística,50.0,Journalism
UC3M,periodismo,Lengua española aplicada a los medios,60.0,Journalism
UC3M,periodismo,Derecho de la Información,60.0,Journalism
UC3M,periodismo,Economía,60.0,Journalism
UC3M,periodismo,Periodismo y cambio social en España,60.0,Journalism
UC3M,periodismo,Radio Informativa,30.0,Journalism
UC3M,periodismo,Teoría y análisis del documental audiovisual,50.0,Journalism
UC3M,periodismo,Hojas de cálculo. Nivel Intermedio,0.0,Journalism
UC3M,periodismo,Diseño en medios periodísticos,40.0,Journalism
UC3M,periodismo,Metodologías de investigación en periodismo,50.0,Journalism
UC3M,periodismo,Periodismo en la Red,30.0,Journalism
UC3M,periodismo,Televisión Informativa,30.0,Journalism
UC3M,periodismo,El Reportaje en Profundidad,50.0,Journalism
UC3M,periodismo,Organización y gestión de la empresa informativa,50.0,Journalism
UC3M,periodismo,Periodismo interpretativo,40.0,Journalism
UC3M,periodismo,Periodismo internacional I: la información global,50.0,Journalism
UC3M,periodismo,Periodismo internacional II: las grandes organizaciones mundiales,60.0,Journalism
UC3M,periodismo,Periodismo Local,30.0,Journalism
UC3M,periodismo,Información Institucional,50.0,Journalism
UC3M,periodismo,Periodismo científico y tecnológico,60.0,Journalism
UC3M,periodismo,Periodismo Social,50.0,Journalism
UC3M,periodismo,Periodismo Económico,50.0,Journalism
UC3M,periodismo,Buenas prácticas periodísticas,30.0,Journalism
UC3M,periodismo,Comunicación en la Empresa,50.0,Journalism
UC3M,periodismo,Comunicación multimedia: el relato periodístico,40.0,Journalism
UC3M,periodismo,Historia Universal,60.0,Journalism
UC3M,periodismo,Oratoria y medios de comunicación,60.0,Journalism
UC3M,periodismo,Pensamiento y creencias en el mundo contemporáneo,60.0,Journalism
UC3M,periodismo,Periodismo argumentativo y de opinión,40.0,Journalism
UC3M,periodismo,Periodismo Deportivo,60.0,Journalism
UC3M,periodismo,Publicidad en medios informativos,40.0,Journalism
UC3M,periodismo,Recursos narrativos para el relato periodístico,50.0,Journalism
UC3M,periodismo,Técnicas de Locución,50.0,Journalism
UC3M,periodismo,Información y conflicto I: los medios ante la violencia,40.0,Journalism
UC3M,periodismo,Periodismo de datos,40.0,Journalism
UC3M,periodismo,Documentación Digital,0.0,Journalism
UC3M,periodismo,Estrategias empresariales en el mundo actual,60.0,Journalism
UC3M,periodismo,Fotoperiodismo,30.0,Journalism
UC3M,periodismo,Geografía del mundo actual,0.0,Journalism
UC3M,periodismo,"Historia de la escritura, edición y lectura",50.0,Journalism
UC3M,periodismo,Historia del periodismo universal,60.0,Journalism
UC3M,periodismo,Infografía en medios periodísticos,40.0,Journalism
UC3M,periodismo,Información de sucesos y tribunales,40.0,Journalism
UC3M,periodismo,Información y conflicto II: el papel de las religiones,50.0,Journalism
UC3M,periodismo,Periodismo político y parlamentario,50.0,Journalism
UC3M,periodismo,Producción Audiovisual,40.0,Journalism
UC3M,historia-politica,Competencias digitales para el uso de la información,0.0,History & Politics
UC3M,historia-politica,Estadística,40.0,History & Politics
UC3M,historia-politica,Estrategias de Expresión,0.0,History & Politics
UC3M,historia-politica,Fundamentos de ciencia política,60.0,History & Politics
UC3M,historia-politica,Historia Antigua,60.0,History & Politics
UC3M,historia-politica,Principios teóricos y metodológicos de la Historia,60.0,History & Politics
UC3M,historia-politica,Evolución y teoría del Estado,60.0,History & Politics
UC3M,historia-politica,Historia Medieval,50.0,History & Politics
UC3M,historia-politica,Metodología de la ciencia política,60.0,History & Politics
UC3M,historia-politica,Regímenes políticos: evolución histórica y formas actuales,60.0,History & Politics
UC3M,historia-politica,Geopolítica,40.0,History & Politics
UC3M,historia-politica,Historia cultural: Poder y representaciones culturales,50.0,History & Politics
UC3M,historia-politica,Historia Moderna,60.0,History & Politics
UC3M,historia-politica,Historia y teoría de las ideas políticas,60.0,History & Politics
UC3M,historia-politica,Política e historia internacional,60.0,History & Politics
UC3M,historia-politica,Comportamiento Político,60.0,History & Politics
UC3M,historia-politica,Constitucionalismo histórico comparado,0.0,History & Politics
UC3M,historia-politica,El proceso de construcción Europea,60.0,History & Politics
UC3M,historia-politica,Historia Contemporánea,60.0,History & Politics
UC3M,historia-politica,Historia Económica,60.0,History & Politics
UC3M,historia-politica,Economía Política,50.0,History & Politics
UC3M,historia-politica,Historia contemporánea de España,60.0,History & Politics
UC3M,historia-politica,Historia del mundo actual,60.0,History & Politics
UC3M,historia-politica,Teoría e historia de los movimientos sociales,60.0,History & Politics
UC3M,historia-politica,Competencias digitales para el tratamiento de datos. Nivel Intermedio,35.0,History & Politics
UC3M,historia-politica,Política de la España Actual,60.0,History & Politics
UC3M,historia-politica,Sociología Histórica,60.0,History & Politics
UC3M,historia-politica,Administración pública y documentación,60.0,History & Politics
UC3M,historia-politica,El origen del Estado e ideas políticas en el Mundo Antiguo y Medieval,50.0,History & Politics
UC3M,historia-politica,Estructura y cambio social,60.0,History & Politics
UC3M,historia-politica,Filosofía Política,50.0,History & Politics
UC3M,historia-politica,Género y familia en el orden social y político,60.0,History & Politics
UC3M,historia-politica,"Guerra, paz y violencia política",60.0,History & Politics
UC3M,historia-politica,Historia y política de Asia y África,60.0,History & Politics
UC3M,historia-politica,Historia y política de Latinoamérica,60.0,History & Politics
UC3M,historia-politica,Organizaciones Internacionales,60.0,History & Politics
UC3M,historia-politica,Principios de Economía,60.0,History & Politics
UC3M,historia-politica,Política y medios de comunicación,30.0,History & Politics
UC3M,historia-politica,"Cooperación, acción colectiva y modelos formales de estrategia",60.0,History & Politics
UC3M,historia-politica,Derechos Humanos,40.0,History & Politics
UC3M,historia-politica,Globalización,60.0,History & Politics
UC3M,historia-politica,Historia de la Historiografía,60.0,History & Politics
UC3M,historia-politica,Historia de las políticas científicas y culturales,60.0,History & Politics
UC3M,historia-politica,Historia moderna de España,60.0,History & Politics
UC3M,historia-politica,Historia social del Arte,50.0,History & Politics
UC3M,historia-politica,Historia y política de Estados Unidos,60.0,History & Politics
UC3M,historia-politica,Historia y política del mundo islámico,50.0,History & Politics
UC3M,historia-politica,Nacionalismos e imperialismos,60.0,History & Politics
UC3M,historia-politica,Política y Religión,60.0,History & Politics
UC3M,historia-politica,Técnicas de búsqueda y uso de la información,0.0,History & Politics
UC3M,historia-politica,Técnicas de expresión oral y escrita,0.0,History & Politics
UC3M,historia-politica,Principios teóricos y metodológicos de la Historia,60.0,History & Politics
UC3M,historia-politica,Fundamentos de Ciencia Política,60.0,History & Politics
UC3M,historia-politica,Estadística,40.0,History & Politics
UC3M,historia-politica,El origen del Estado e ideas políticas en el Mundo Antiguo y Medieval,50.0,History & Politics
UC3M,historia-politica,Metodología de la Ciencia Política,60.0,History & Politics
UC3M,historia-politica,Regímenes políticos:evolución histórica y formas actuales,60.0,History & Politics
UC3M,historia-politica,Evolución y Teoría del Estado,60.0,History & Politics
UC3M,historia-politica,Historia moderna,60.0,History & Politics
UC3M,historia-politica,Historia y teoría de las ideas políticas,60.0,History & Politics
UC3M,historia-politica,Política e Historia Internacional,60.0,History & Politics
UC3M,historia-politica,Principios de Economía,60.0,History & Politics
UC3M,historia-politica,Historia contemporánea,60.0,History & Politics
UC3M,historia-politica,Geopolítica,40.0,History & Politics
UC3M,historia-politica,Constitucionalismo histórico comparado,0.0,History & Politics
UC3M,historia-politica,Historia moderna de España,60.0,History & Politics
UC3M,historia-politica,Comportamiento político,60.0,History & Politics
UC3M,historia-politica,Historia económica,60.0,History & Politics
UC3M,historia-politica,Hojas de Cálculo: Nivel Intermedio,0.0,History & Politics
UC3M,historia-politica,Historia del mundo actual,60.0,History & Politics
UC3M,historia-politica,Economía política,50.0,History & Politics
UC3M,historia-politica,Historia contemporánea de España,60.0,History & Politics
UC3M,historia-politica,El proceso de construcción europea,60.0,History & Politics
UC3M,historia-politica,Teoría e Historia de los movimientos sociales,60.0,History & Politics
UC3M,historia-politica,Sociología histórica,60.0,History & Politics
UC3M,historia-politica,Política de la España Actual,60.0,History & Politics
UC3M,historia-politica,Historia antigua,60.0,History & Politics
UC3M,historia-politica,Administración pública y documentación,60.0,History & Politics
UC3M,historia-politica,Estructura y cambio social,60.0,History & Politics
UC3M,historia-politica,Filosofía política,50.0,History & Politics
UC3M,historia-politica,Género y familia en el orden social y político,60.0,History & Politics
UC3M,historia-politica,"Guerra, paz y violencia política",60.0,History & Politics
UC3M,historia-politica,Historia cultural: Poder y representaciones culturales,50.0,History & Politics
UC3M,historia-politica,Historia y política de Asia y África,60.0,History & Politics
UC3M,historia-politica,Historia y política de Latinoamérica,60.0,History & Politics
UC3M,historia-politica,Organizaciones internacionales,60.0,History & Politics
UC3M,historia-politica,Política y medios de comunicación,30.0,History & Politics
UC3M,historia-politica,"Cooperación, acción colectiva y modelos formales de estrategia",60.0,History & Politics
UC3M,historia-politica,Derechos Humanos,40.0,History & Politics
UC3M,historia-politica,Globalización,60.0,History & Politics
UC3M,historia-politica,Historia de la historiografía,60.0,History & Politics
UC3M,historia-politica,Historia de las políticas científicas y culturales,60.0,History & Politics
UC3M,historia-politica,Historia medieval,50.0,History & Politics
UC3M,historia-politica,Historia Social del Arte,50.0,History & Politics
UC3M,historia-politica,Historia y Política de Estados Unidos,60.0,History & Politics
UC3M,historia-politica,Historia y política del mundo Islámico,50.0,History & Politics
UC3M,historia-politica,Nacionalismos e imperialismos,60.0,History & Politics
UC3M,historia-politica,Política y religión,60.0,History & Politics
UC3M,fpe,Lógica y Argumentación,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Política Internacional,35.0,"Philosophy, Politics & Economics"
UC3M,fpe,"Macroeconomía, crecimiento, inflación y sector público",60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Seminario Interdisciplinar II,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Teoría Microeconómica,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Análisis del discurso social,0.0,"Philosophy, Politics & Economics"
UC3M,fpe,Metodología de Investigación en ciencia política,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Teoría y desafíos demográficos contemporáneos,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Sociedad del Conocimiento,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Historia del mundo actual,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Asesoramiento y consultoría política,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Periodismo argumentativo y de opinión,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Estructura y cambio social,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Política comparada,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Temas de política comparada,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Derecho internacional público,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Organizaciones Internacionales,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Crecimiento Económico,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Geografía Regional,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Gestión pública directiva,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Economía política internacional,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Políticas públicas,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Sistema político español,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Análisis electoral,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Constitución y sistema de fuentes,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Política social y estado del bienestar,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Política y Sociedad,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Teoría política y problemas contemporáneos,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Teoría económica en retrospectiva,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Corrientes actuales de la filosofía,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Estética,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Historia de la filosofía II,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Economía laboral,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Regulación y políticas de la competencia,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Economía Pública,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Mercados y Medio Ambiente,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Género y políticas de igualdad,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Teoría de los Juegos,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Temas de econometría Avanzada,35.0,"Philosophy, Politics & Economics"
UC3M,fpe,Técnicas de investigación social cualitativas I,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Corrupción y rendición de cuentas,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Justicia transicional y democratización,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Política y Comunicación,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Comunicación y participación ciudadana en la red,30.0,"Philosophy, Politics & Economics"
UC3M,fpe,Derecho Administrativo,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Temas de política española,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Sistema judicial español,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Libertades públicas y derechos constitucionales,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Política Europea,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Comercio Internacional,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Desarrollo Económico,0.0,"Philosophy, Politics & Economics"
UC3M,fpe,Macroeconomía Internacional,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Globalización y Sociedad,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Historia de la economía mundial,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Geografía,35.0,"Philosophy, Politics & Economics"
UC3M,fpe,Historia Cultural,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Sociología de las migraciones en un mundo globalizado,30.0,"Philosophy, Politics & Economics"
UC3M,fpe,Gobierno multinivel,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Evaluación de políticas y programas públicos,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Evaluación de políticas económicas,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Macroeconomía Dinámica,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Teoría política y tradiciones de pensamiento,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Organización Industrial,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Economía Financiera,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Variedades del Capitalismo,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Economía Aplicada,0.0,"Philosophy, Politics & Economics"
UC3M,fpe,Economía de la Educación,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Economía de la Salud,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Perspectiva comparada en el Estado de Bienestar,50.0,"Philosophy, Politics & Economics"
UC3M,fpe,"Seguridad, paz y resolución de conflictos",50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Filosofía Moral,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Información y conflicto I: los medios y la violencia,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Historia de las relaciones internacionales contemporáneas,60.0,"Philosophy, Politics & Economics"
UC3M,fpe,Teoría de la cultura contemporánea,30.0,"Philosophy, Politics & Economics"
UC3M,fpe,Antropología Social,40.0,"Philosophy, Politics & Economics"
UC3M,fpe,Historia del mundo actual  (online),50.0,"Philosophy, Politics & Economics"
UC3M,fpe,Historia de la filosofía I,60.0,"Philosophy, Politics & Economics"
UC3M,relaciones-laborales,Principios de Economía,60.0,Labor Relations
UC3M,relaciones-laborales,Fundamentos de Administración de Empresas,50.0,Labor Relations
UC3M,relaciones-laborales,Principios del Derecho,60.0,Labor Relations
UC3M,relaciones-laborales,Introducción al derecho social,50.0,Labor Relations
UC3M,relaciones-laborales,Introducción a la sociología del trabajo,50.0,Labor Relations
UC3M,relaciones-laborales,Historia social y económica contemporánea,50.0,Labor Relations
UC3M,relaciones-laborales,Contabilidad,60.0,Labor Relations
UC3M,relaciones-laborales,Derecho laboral individual I,50.0,Labor Relations
UC3M,relaciones-laborales,Competencias digitales para el uso de la información,0.0,Labor Relations
UC3M,relaciones-laborales,Estrategias de Expresión,0.0,Labor Relations
UC3M,relaciones-laborales,Derecho Sindical,50.0,Labor Relations
UC3M,relaciones-laborales,Comportamiento Organizativo,50.0,Labor Relations
UC3M,relaciones-laborales,Derecho de la seguridad social I,50.0,Labor Relations
UC3M,relaciones-laborales,Derecho laboral individual II,50.0,Labor Relations
UC3M,relaciones-laborales,Principios de derecho administrativo,60.0,Labor Relations
UC3M,relaciones-laborales,Elementos de psicología del trabajo,60.0,Labor Relations
UC3M,relaciones-laborales,Dirección de recursos humanos,60.0,Labor Relations
UC3M,relaciones-laborales,Derecho de la Empresa,50.0,Labor Relations
UC3M,relaciones-laborales,Derecho de la seguridad social II,50.0,Labor Relations
UC3M,relaciones-laborales,Derecho procesal laboral I,50.0,Labor Relations
UC3M,relaciones-laborales,Competencias digitales para el tratamiento de datos: nivel intermedio,0.0,Labor Relations
UC3M,relaciones-laborales,Gestión y toma de Decisiones en Recursos Humanos,60.0,Labor Relations
UC3M,relaciones-laborales,Dirección estratégica de la empresa,60.0,Labor Relations
UC3M,relaciones-laborales,Economía Laboral,40.0,Labor Relations
UC3M,relaciones-laborales,Derecho  del Empleo,50.0,Labor Relations
UC3M,relaciones-laborales,Derecho procesal laboral II,50.0,Labor Relations
UC3M,relaciones-laborales,Estrategias de crecimiento empresarial,60.0,Labor Relations
UC3M,relaciones-laborales,Derecho sancionador del trabajo,50.0,Labor Relations
UC3M,relaciones-laborales,Políticas públicas sociolaborales,50.0,Labor Relations
UC3M,relaciones-laborales,Gestión de costes laborales y de Seguridad Social,0.0,Labor Relations
UC3M,relaciones-laborales,Derecho de la prevención de riesgos laborales,50.0,Labor Relations
UC3M,relaciones-laborales,Técnicas de auditoría sociolaboral,40.0,Labor Relations
UC3M,relaciones-laborales,(1) (2) Técnicas de investigación social y mercado de trabajo,50.0,Labor Relations
UC3M,relaciones-laborales,(1) Derechos fundamentales y contrato de trabajo,0.0,Labor Relations
UC3M,relaciones-laborales,(1) (2)Sociología de las organizaciones y del trabajo,50.0,Labor Relations
UC3M,relaciones-laborales,(2) Gestión de equipos y habilidades directivas,50.0,Labor Relations
UC3M,relaciones-laborales,(2) Emprendimiento empresarial,60.0,Labor Relations
UC3M,relaciones-laborales,(1) Clínica Jurídica,0.0,Labor Relations
UC3M,relaciones-laborales,(1) Fiscalidad de la Empresa,60.0,Labor Relations
UC3M,relaciones-laborales,(1) Derecho social comunitario e internacional,0.0,Labor Relations
UC3M,relaciones-laborales,(2) Responsabilidad social del empleador,60.0,Labor Relations
UC3M,relaciones-laborales,(1) Trabajo autónomo y nuevas formas de trabajo,0.0,Labor Relations
UC3M,relaciones-laborales,(2) Promoción de la igualdad y diversidad en empresas e instituciones,0.0,Labor Relations
UC3M,relaciones-laborales,(1) Negociación colectiva y conflicto en la empresa,0.0,Labor Relations
UC3M,relaciones-laborales,(2) Diseño Organizativo,40.0,Labor Relations
UC3M,relaciones-laborales,(1) Derechos Sociolaborales de los extranjeros en España,0.0,Labor Relations
UC3M,relaciones-laborales,(2) Psicología de los Recursos Humanos,50.0,Labor Relations
UC3M,relaciones-laborales,(2) Estrategias de desarrollo del capital humano,60.0,Labor Relations
UC3M,relaciones-laborales,(2) Dirección internacional de Recursos Humanos,60.0,Labor Relations
UC3M,relaciones-laborales,(1) Empleo Público,0.0,Labor Relations
UC3M,relaciones-laborales,(1) (2) Sociología de las migraciones del trabajo en un mundo globalizado,60.0,Labor Relations
UC3M,relaciones-laborales,(1) Solución extrajudicial de conflictos laborales,0.0,Labor Relations
UC3M,relaciones-laborales,(1) Protección social complementaria,0.0,Labor Relations
UC3M,relaciones-laborales,(1) Asistencia social y servicios sociales,0.0,Labor Relations
UC3M,relaciones-laborales,(1) Políticas y Planes de Igualdad de la empresa,60.0,Labor Relations
UC3M,ciencias-politicas,Competencias digitales para el uso de la información,0.0,Political Science
UC3M,ciencias-politicas,Estrategias de Expresión,0.0,Political Science
UC3M,ciencias-politicas,Fundamentos de Ciencia Política,60.0,Political Science
UC3M,ciencias-politicas,Introducción a la Sociología,45.0,Political Science
UC3M,ciencias-politicas,Metodología de investigación en Ciencias Sociales,0.0,Political Science
UC3M,ciencias-politicas,Teoría del Derecho,50.0,Political Science
UC3M,ciencias-politicas,Actores Políticos,50.0,Political Science
UC3M,ciencias-politicas,Estadísticas aplicada a las Ciencias Sociales I,60.0,Political Science
UC3M,ciencias-politicas,Historia política y social,60.0,Political Science
UC3M,ciencias-politicas,Política Mundial,50.0,Political Science
UC3M,ciencias-politicas,Teoría política y tradiciones de pensamiento,40.0,Political Science
UC3M,ciencias-politicas,Derecho Constitucional,60.0,Political Science
UC3M,ciencias-politicas,Estadística aplicada para las Ciencias Sociales II,40.0,Political Science
UC3M,ciencias-politicas,Política Comparada,60.0,Political Science
UC3M,ciencias-politicas,Principios de Economía,60.0,Political Science
UC3M,ciencias-politicas,Teoría política y problemas contemporáneos,40.0,Political Science
UC3M,ciencias-politicas,Competencias digitales para el tratamiento de datos. Nivel intermedio,0.0,Political Science
UC3M,ciencias-politicas,Comportamiento Político,60.0,Political Science
UC3M,ciencias-politicas,Derecho Administrativo,60.0,Political Science
UC3M,ciencias-politicas,Gestión y administración pública,50.0,Political Science
UC3M,ciencias-politicas,Técnicas de investigación en Ciencia Política I,60.0,Political Science
UC3M,ciencias-politicas,Análisis de políticas públicas,60.0,Political Science
UC3M,ciencias-politicas,Análisis Electoral,60.0,Political Science
UC3M,ciencias-politicas,Política Española,50.0,Political Science
UC3M,ciencias-politicas,Temas de política comparada,50.0,Political Science
UC3M,ciencias-politicas,"Estados, mercados e instituciones",60.0,Political Science
UC3M,ciencias-politicas,Evaluación de políticas y programas públicos,40.0,Political Science
UC3M,ciencias-politicas,Política Europea,60.0,Political Science
UC3M,ciencias-politicas,Política y Comunicación,60.0,Political Science
UC3M,ciencias-politicas,Temas de política mundial,50.0,Political Science
UC3M,ciencias-politicas,Técnicas de investigación en Ciencia Política II,60.0,Political Science
UC3M,ciencias-politicas,Asesoramiento y consultoría política,60.0,Political Science
UC3M,ciencias-politicas,Gestión pública directiva,50.0,Political Science
UC3M,ciencias-politicas,Los derechos fundamentales y sus garantias,60.0,Political Science
UC3M,ciencias-politicas,Política internacional de seguridad,50.0,Political Science
UC3M,ciencias-politicas,Política Local,50.0,Political Science
UC3M,ciencias-politicas,Psicología Política,60.0,Political Science
UC3M,ciencias-politicas,Relaciones y orden mundial,40.0,Political Science
UC3M,ciencias-politicas,Sociedad de la información y de las nuevas tecnologías,30.0,Political Science
UC3M,ciencias-politicas,Cambio climático y transformación social,60.0,Political Science
UC3M,ciencias-politicas,Conflicto y Violencia,60.0,Political Science
UC3M,ciencias-politicas,Derecho Administrativo II,60.0,Political Science
UC3M,ciencias-politicas,Derecho e instituciones europeas,50.0,Political Science
UC3M,ciencias-politicas,Estructura y cambio social,60.0,Political Science
UC3M,ciencias-politicas,Filosofía Política,50.0,Political Science
UC3M,ciencias-politicas,Ideologías y movimientos políticos en el siglo XXI,0.0,Political Science
UC3M,ciencias-politicas,"Inmigración, multiculturalidad y derechos humanos",60.0,Political Science
UC3M,ciencias-politicas,Política y Género,60.0,Political Science
UC3M,ciencias-politicas,Política y sociedad en América Latina,60.0,Political Science
UC3M,ciencias-politicas,Presupuesto y gasto público,60.0,Political Science
UC3M,ciencias-politicas,Fundamentos de Ciencia Política,60.0,Political Science
UC3M,ciencias-politicas,Metodología de investigación en Ciencias Sociales,0.0,Political Science
UC3M,ciencias-politicas,Sociología,60.0,Political Science
UC3M,ciencias-politicas,Técnicas de búsqueda y uso de la información,0.0,Political Science
UC3M,ciencias-politicas,Técnicas de expresión oral y escrita,0.0,Political Science
UC3M,ciencias-politicas,Teoría del Derecho,50.0,Political Science
UC3M,ciencias-politicas,Derecho Constitucional,60.0,Political Science
UC3M,ciencias-politicas,Estadística aplicada a las Ciencias Sociales I,60.0,Political Science
UC3M,ciencias-politicas,Historia de los procesos políticos contemporáneos,60.0,Political Science
UC3M,ciencias-politicas,Teoría política y tradiciones de pensamiento,40.0,Political Science
UC3M,ciencias-politicas,Teorías y enfoques de investigación en Ciencia Política,50.0,Political Science
UC3M,ciencias-politicas,Actores Políticos,50.0,Political Science
UC3M,ciencias-politicas,Estadística aplicada a las Ciencias Sociales II,40.0,Political Science
UC3M,ciencias-politicas,Política comparada I,40.0,Political Science
UC3M,ciencias-politicas,Principios de Economía,60.0,Political Science
UC3M,ciencias-politicas,Teoría política y problemas contemporáneos,40.0,Political Science
UC3M,ciencias-politicas,Comportamiento Político,60.0,Political Science
UC3M,ciencias-politicas,Derecho Administrativo,60.0,Political Science
UC3M,ciencias-politicas,Gestión y administración pública,50.0,Political Science
