university,degree,course_name,exam_weight,degree_clean
UC3M,economia,Competencias digitales para el uso de la información,0.0,Economics
UC3M,economia,Fundamentos de administración de empresas,50.0,Economics
UC3M,economia,Historia Económica,60.0,Economics
UC3M,economia,Introducción a las matemáticas para la economía,60.0,Economics
UC3M,economia,Matemáticas para la Economía I,60.0,Economics
UC3M,economia,Principios de Economía,60.0,Economics
UC3M,economia,Competencias digitales para el tratamiento de datos. Nivel avanzado,0.0,Economics
UC3M,economia,Estadística I,40.0,Economics
UC3M,economia,Introducción a la Contabilidad,60.0,Economics
UC3M,economia,Matemáticas para la Economía II,60.0,Economics
UC3M,economia,Microeconomía,60.0,Economics
UC3M,economia,Optimización matemática para la economía,60.0,Economics
UC3M,economia,Estadística II,60.0,Economics
UC3M,economia,Macroeconomía,60.0,Economics
UC3M,economia,Programación,50.0,Economics
UC3M,economia,Teoría de los Juegos,60.0,Economics
UC3M,economia,Teoría Microeconómica,50.0,Economics
UC3M,economia,Econometría,50.0,Economics
UC3M,economia,Economía Financiera,60.0,Economics
UC3M,economia,Estrategias de Expresión,0.0,Economics
UC3M,economia,Macroeconomía Dinámica,60.0,Economics
UC3M,economia,Organización Industrial,60.0,Economics
UC3M,economia,Economía Pública,60.0,Economics
UC3M,economia,Introducción al derecho civil patrimonial,60.0,Economics
UC3M,economia,Técnicas Econométricas,0.0,Economics
UC3M,economia,Comercio Internacional,50.0,Economics
UC3M,economia,Economía Aplicada,0.0,Economics
UC3M,economia,Regulación y políticas de la competencia (N1),50.0,Economics
UC3M,economia,Crecimiento Económico (N2),50.0,Economics
UC3M,economia,Análisis económico del derecho (1),40.0,Economics
UC3M,economia,Economía regional y urbana (1),40.0,Economics
UC3M,economia,Mercados y medio ambiente (1),40.0,Economics
UC3M,economia,Microeconomía Cuantitativa (1),0.0,Economics
UC3M,economia,Temas de matemáticas avanzadas para la economía (1) (2) (3),60.0,Economics
UC3M,economia,Temas de microeconomía avanzada (1),25.0,Economics
UC3M,economia,Economía de la integración europea (2),35.0,Economics
UC3M,economia,"El progreso económico en España, 1850-2000 (2)",40.0,Economics
UC3M,economia,Economía Laboral (3),40.0,Economics
UC3M,economia,Temas de econometría avanzada (3),35.0,Economics
UC3M,economia,Análisis de estados financieros,50.0,Economics
UC3M,economia,Derecho administrativo económico,60.0,Economics
UC3M,economia,Derecho internacional económico y del desarrollo,60.0,Economics
UC3M,economia,Ética y deontología profesional,40.0,Economics
UC3M,economia,Sistema fiscal español,60.0,Economics
UC3M,economia,Sistemas e instituciones financieras,50.0,Economics
UC3M,economia,Teoría económica en retrospectiva,60.0,Economics
UC3M,economia,Teoría social y política,60.0,Economics
UC3M,economia,Economía de la Información (N1),50.0,Economics
UC3M,economia,Economía Política (N1),60.0,Economics
UC3M,economia,Macroeconomía Internacional (N2),60.0,Economics
UC3M,economia,Macroeconomía monetaria y financiera (N2),50.0,Economics
UC3M,economia,Evaluación de políticas económicas (N3),60.0,Economics
UC3M,economia,Macroeconomía Cuantitativa (N3),30.0,Economics
UC3M,economia,Economía de las Organizaciones (1),40.0,Economics
UC3M,economia,Modelización económica y aprendizaje automático (1) (2) (3),30.0,Economics
UC3M,economia,Temas de intervención pública (1),60.0,Economics
UC3M,economia,Temas de organización industrial (1),0.0,Economics
UC3M,economia,Desarrollo Económico (2) (3),0.0,Economics
UC3M,economia,"Motores de crecimiento: innovación, instituciones y capital humano (2)",60.0,Economics
UC3M,economia,Temas de macroeconomía avanzada (2),60.0,Economics
UC3M,economia,Economía de la Educación (3),60.0,Economics
UC3M,economia,Economía de la Salud (3),60.0,Economics
UC3M,economia,Casos de historia económica,0.0,Economics
UC3M,economia,Derecho Mercantil,60.0,Economics
UC3M,economia,El proceso de la integración económica europea,60.0,Economics
UC3M,economia,Innovación y cambio tecnológico,50.0,Economics
UC3M,economia,Marco jurídico del mercado laboral y protección social,0.0,Economics
UC3M,economia,Fundamentos de administración de empresas,50.0,Economics
UC3M,economia,Introducción a las matemáticas para la economía,60.0,Economics
UC3M,economia,Introducción al derecho civil patrimonial,60.0,Economics
UC3M,economia,Matemáticas para la economía I,60.0,Economics
UC3M,economia,Principios de Economía,60.0,Economics
UC3M,economia,Técnicas de búsqueda y uso de la información,0.0,Economics
UC3M,economia,Estadística I,40.0,Economics
UC3M,economia,Introducción a la Contabilidad,60.0,Economics
UC3M,economia,Matemáticas para la economía II,60.0,Economics
UC3M,economia,Microeconomía,60.0,Economics
UC3M,economia,Optimización matemática para la economía,60.0,Economics
UC3M,economia,Técnicas de expresión oral y escrita,0.0,Economics
UC3M,economia,Estadística II,60.0,Economics
UC3M,economia,Historia económica,60.0,Economics
UC3M,economia,Macroeconomía,60.0,Economics
UC3M,economia,Teoría de los Juegos,60.0,Economics
UC3M,economia,Teoría microeconómica,50.0,Economics
UC3M,economia,Econometría,50.0,Economics
UC3M,economia,Economía financiera,60.0,Economics
UC3M,economia,Macroeconomía dinámica,60.0,Economics
UC3M,economia,Organización industrial,60.0,Economics
UC3M,economia,Economía Pública,60.0,Economics
UC3M,economia,Hojas de cálculo: nivel avanzado,0.0,Economics
UC3M,economia,Técnicas econométricas,0.0,Economics
UC3M,economia,Comercio internacional,50.0,Economics
UC3M,economia,Economía aplicada,0.0,Economics
UC3M,economia,(N1) Regulación y políticas de la competencia,50.0,Economics
UC3M,economia,(1) Análisis económico del derecho,40.0,Economics
UC3M,economia,(1) Economía regional y urbana,40.0,Economics
UC3M,economia,(1) Mercados y medio ambiente,40.0,Economics
UC3M,economia,(1) Microeconomía cuantitativa,0.0,Economics
UC3M,economia,(1) Temas de microeconomía avanzada,25.0,Economics
UC3M,economia,(1) Temas de matemáticas avanzadas para la economía,60.0,Economics
UC3M,economia,(N2) Crecimiento Económico,50.0,Economics
UC3M,economia,(2) Economía de la integración europea,35.0,Economics
UC3M,economia,"(2) El progreso económico en España, 1850-2000",40.0,Economics
UC3M,economia,(3) Economía laboral,40.0,Economics
UC3M,economia,(3) Temas de econometría avanzada,35.0,Economics
UC3M,economia,Teoría económica en retrospectiva,60.0,Economics
UC3M,economia,Análisis de estados financieros,50.0,Economics
UC3M,economia,Derecho administrativo económico,60.0,Economics
UC3M,economia,Derecho internacional económico y del desarrollo,60.0,Economics
UC3M,economia,Ética y deontología profesional,40.0,Economics
UC3M,economia,Sistema fiscal español,60.0,Economics
UC3M,economia,Sistemas e instituciones financieras,50.0,Economics
UC3M,economia,Teoría social y política,60.0,Economics
UC3M,economia,(N1) Economía de la Información,50.0,Economics
UC3M,economia,(N1) Economía Política,60.0,Economics
UC3M,economia,(1) Economía de las organizaciones,40.0,Economics
UC3M,economia,(1) Temas de intervención pública,60.0,Economics
UC3M,economia,(1) Temas de organización industrial,0.0,Economics
UC3M,economia,(N2) Macroeconomía Internacional,60.0,Economics
UC3M,economia,(N2) Macroeconomía Monetaria y Financiera,50.0,Economics
UC3M,economia,(2) Desarrollo económico,0.0,Economics
UC3M,economia,(2) Macroeconomía Cuantitativa,30.0,Economics
UC3M,economia,"(2) Motores de crecimiento: innovación, instituciones y capital humano",60.0,Economics
UC3M,economia,(2) Temas de macroeconomía avanzada,60.0,Economics
UC3M,economia,(N3) Evaluación de políticas económicas,60.0,Economics
UC3M,economia,(3) Economía de la educación,60.0,Economics
UC3M,economia,(3) Economía de la salud,60.0,Economics
UC3M,economia,Casos de historia económica,0.0,Economics
UC3M,economia,Derecho mercantil,60.0,Economics
UC3M,economia,El proceso de la integración económica europea,60.0,Economics
UC3M,economia,Innovación y cambio tecnológico,50.0,Economics
UC3M,economia,Marco jurídico del mercado laboral y protección social,0.0,Economics
UC3M,estadistica-empresa,Álgebra Lineal,60.0,Statistics & Business
UC3M,estadistica-empresa,Cálculo I,50.0,Statistics & Business
UC3M,estadistica-empresa,Competencias digitales para el tratamiento de datos. Nivel avanzado,35.0,Statistics & Business
UC3M,estadistica-empresa,Introducción a la administración de la empresa,60.0,Statistics & Business
UC3M,estadistica-empresa,Programación I,0.0,Statistics & Business
UC3M,estadistica-empresa,Visualización y análisis de datos,0.0,Statistics & Business
UC3M,estadistica-empresa,Cálculo II,50.0,Statistics & Business
UC3M,estadistica-empresa,Contabilidad,60.0,Statistics & Business
UC3M,estadistica-empresa,Investigación Operativa,60.0,Statistics & Business
UC3M,estadistica-empresa,Modelización de la Incertidumbre,40.0,Statistics & Business
UC3M,estadistica-empresa,Programación II,0.0,Statistics & Business
UC3M,estadistica-empresa,Ampliación de Matemáticas,60.0,Statistics & Business
UC3M,estadistica-empresa,Competencias digitales para el uso de la información,0.0,Statistics & Business
UC3M,estadistica-empresa,Estrategias de Expresión,0.0,Statistics & Business
UC3M,estadistica-empresa,Fundamentos de bases de datos,60.0,Statistics & Business
UC3M,estadistica-empresa,Probabilidad,40.0,Statistics & Business
UC3M,estadistica-empresa,Inferencia Estadística I,35.0,Statistics & Business
UC3M,estadistica-empresa,Análisis Multivariante,40.0,Statistics & Business
UC3M,estadistica-empresa,Contabilidad de Gestión,0.0,Statistics & Business
UC3M,estadistica-empresa,Inferencia Estadística II,40.0,Statistics & Business
UC3M,estadistica-empresa,Métodos de Regresión,40.0,Statistics & Business
UC3M,estadistica-empresa,Marketing,40.0,Statistics & Business
UC3M,estadistica-empresa,Métodos avanzados de regresión,60.0,Statistics & Business
UC3M,estadistica-empresa,Operaciones y cadena de suministro,30.0,Statistics & Business
UC3M,estadistica-empresa,Optimización Avanzada,0.0,Statistics & Business
UC3M,estadistica-empresa,Procesos Estocásticos,0.0,Statistics & Business
UC3M,estadistica-empresa,Aprendizaje Estadístico,50.0,Statistics & Business
UC3M,estadistica-empresa,Modelización Bayesiana,0.0,Statistics & Business
UC3M,estadistica-empresa,Series temporales,60.0,Statistics & Business
UC3M,estadistica-empresa,Técnicas de Remuestreo,0.0,Statistics & Business
UC3M,estadistica-empresa,Marketing Digital,40.0,Statistics & Business
UC3M,estadistica-empresa,Preprocesado de datos y generación de informes,0.0,Statistics & Business
UC3M,estadistica-empresa,Análisis de datos funcionales,50.0,Statistics & Business
UC3M,estadistica-empresa,Aprendizaje automático para el análisis de datos,30.0,Statistics & Business
UC3M,estadistica-empresa,Estadística no Paramétrica,0.0,Statistics & Business
UC3M,estadistica-empresa,Procesos estocásticos avanzados,0.0,Statistics & Business
UC3M,estadistica-empresa,Regresión en alta dimensión,50.0,Statistics & Business
UC3M,estadistica-empresa,Creación de empresas y gestión de PYMES,60.0,Statistics & Business
UC3M,estadistica-empresa,Finanzas Digitales,30.0,Statistics & Business
UC3M,estadistica-empresa,Gestión de la Tecnología,0.0,Statistics & Business
UC3M,estadistica-empresa,Grafos y redes sociales,60.0,Statistics & Business
UC3M,estadistica-empresa,Métodos analíticos para la previsión empresarial,0.0,Statistics & Business
UC3M,estadistica-empresa,Métodos de inferencia en aprendizaje automático bayesiano,40.0,Statistics & Business
UC3M,estadistica-empresa,Métodos para estadística oficial,40.0,Statistics & Business
UC3M,estadistica-empresa,Modelización Geoespacial,0.0,Statistics & Business
UC3M,estadistica-empresa,Principios de la Economía,60.0,Statistics & Business
UC3M,estadistica-empresa,Álgebra Lineal,60.0,Statistics & Business
UC3M,estadistica-empresa,Cálculo I,50.0,Statistics & Business
UC3M,estadistica-empresa,Fundamentos de administración de empresas,50.0,Statistics & Business
UC3M,estadistica-empresa,Probabilidad I,50.0,Statistics & Business
UC3M,estadistica-empresa,Técnicas de búsqueda y uso de la información,0.0,Statistics & Business
UC3M,estadistica-empresa,Técnicas de expresión oral y escrita,0.0,Statistics & Business
UC3M,estadistica-empresa,Cálculo II,50.0,Statistics & Business
UC3M,estadistica-empresa,Principios de Economía,60.0,Statistics & Business
UC3M,estadistica-empresa,Probabilidad II,0.0,Statistics & Business
UC3M,estadistica-empresa,Programación I,0.0,Statistics & Business
UC3M,estadistica-empresa,Ampliación de Matemáticas,60.0,Statistics & Business
UC3M,estadistica-empresa,Contabilidad,60.0,Statistics & Business
UC3M,estadistica-empresa,Procesos Estocásticos,0.0,Statistics & Business
UC3M,estadistica-empresa,Programación II,0.0,Statistics & Business
UC3M,estadistica-empresa,Técnicas de inferencia estadística I,35.0,Statistics & Business
UC3M,estadistica-empresa,Gestión de Operaciones,0.0,Statistics & Business
UC3M,estadistica-empresa,Hojas de cálculo: Nivel avanzado,0.0,Statistics & Business
UC3M,estadistica-empresa,Investigación Operativa,0.0,Statistics & Business
UC3M,estadistica-empresa,Marketing,60.0,Statistics & Business
UC3M,estadistica-empresa,Técnicas de inferencia estadística II,40.0,Statistics & Business
UC3M,estadistica-empresa,Análisis de Muestras,40.0,Statistics & Business
UC3M,estadistica-empresa,Control de Calidad,40.0,Statistics & Business
UC3M,estadistica-empresa,Economía Financiera,60.0,Statistics & Business
UC3M,estadistica-empresa,Fundamentos de Bases de Datos,60.0,Statistics & Business
UC3M,estadistica-empresa,Métodos de Regresión,40.0,Statistics & Business
UC3M,estadistica-empresa,Análisis Multivariante,40.0,Statistics & Business
UC3M,estadistica-empresa,Gestión Financiera,60.0,Statistics & Business
UC3M,estadistica-empresa,Investigación de Mercados,50.0,Statistics & Business
UC3M,estadistica-empresa,Marketing Digital,40.0,Statistics & Business
UC3M,estadistica-empresa,Métodos avanzados de regresión,60.0,Statistics & Business
UC3M,estadistica-empresa,Métodos Bayesianos,0.0,Statistics & Business
UC3M,estadistica-empresa,Métodos Econométricos,60.0,Statistics & Business
UC3M,estadistica-empresa,Aprendizaje automático para el análisis de datos,30.0,Statistics & Business
UC3M,estadistica-empresa,Aprendizaje Estadístico,50.0,Statistics & Business
UC3M,estadistica-empresa,Estimación no Paramétrica,0.0,Statistics & Business
UC3M,estadistica-empresa,Métodos estadísticos en minería de datos,60.0,Statistics & Business
UC3M,estadistica-empresa,Optimización,0.0,Statistics & Business
UC3M,estadistica-empresa,Procesos estocásticos avanzados,0.0,Statistics & Business
UC3M,estadistica-empresa,Técnicas de Remuestreo,30.0,Statistics & Business
UC3M,estadistica-empresa,Creación de empresas y gestión de PYMES,60.0,Statistics & Business
UC3M,estadistica-empresa,Análisis de datos categóricos,50.0,Statistics & Business
UC3M,estadistica-empresa,Big Data para la empresa,60.0,Statistics & Business
UC3M,estadistica-empresa,Derecho de la financiación de la empresa,0.0,Statistics & Business
UC3M,estadistica-empresa,Grafos y redes sociales,60.0,Statistics & Business
UC3M,estadistica-empresa,Métodos de mejora de la calidad,40.0,Statistics & Business
UC3M,estadistica-empresa,Métodos estadísticos para finanzas y seguros,60.0,Statistics & Business
UC3M,estadistica-empresa,Técnicas de Predicción,30.0,Statistics & Business
UC3M,estadistica-empresa,Valoración y selección de activos,0.0,Statistics & Business
UC3M,electronica,Cálculo I,60.0,Electronic Engineering
UC3M,electronica,Álgebra Lineal,60.0,Electronic Engineering
UC3M,electronica,Programación,50.0,Electronic Engineering
UC3M,electronica,Física I,60.0,Electronic Engineering
UC3M,electronica,Técnicas de expresión oral y escrita,0.0,Electronic Engineering
UC3M,electronica,Física II,60.0,Electronic Engineering
UC3M,electronica,Cálculo II,60.0,Electronic Engineering
UC3M,electronica,Fundamentos químicos de la ingeniería,55.0,Electronic Engineering
UC3M,electronica,Expresión gráfica en la ingeniería,49.0,Electronic Engineering
UC3M,electronica,Estadística,50.0,Electronic Engineering
UC3M,electronica,Fundamentos de ingeniería eléctrica,60.0,Electronic Engineering
UC3M,electronica,Mecánica de Máquinas,50.0,Electronic Engineering
UC3M,electronica,Ingeniería Térmica,60.0,Electronic Engineering
UC3M,electronica,Mecánica de Estructuras,60.0,Electronic Engineering
UC3M,electronica,Sistemas de producción y fabricación,60.0,Electronic Engineering
UC3M,electronica,Simulación de sistemas dinámicos,20.0,Electronic Engineering
UC3M,electronica,Fundamentos de ingeniería electrónica,30.0,Electronic Engineering
UC3M,electronica,Ciencia e ingeniería de materiales,60.0,Electronic Engineering
UC3M,electronica,Ingeniería Fluidomecánica,60.0,Electronic Engineering
UC3M,electronica,Fundamentos de gestión empresarial,60.0,Electronic Engineering
UC3M,electronica,Informática Industrial I,0.0,Electronic Engineering
UC3M,electronica,Automatización Industrial I,50.0,Electronic Engineering
UC3M,electronica,Ingeniería de Control I,50.0,Electronic Engineering
UC3M,electronica,Electrónica Digital,45.0,Electronic Engineering
UC3M,electronica,Máquinas eléctricas e instalaciones,50.0,Electronic Engineering
UC3M,electronica,Electrónica Analógica,50.0,Electronic Engineering
UC3M,electronica,Ingeniería de Control II,0.0,Electronic Engineering
UC3M,electronica,Electrónica de Potencia,60.0,Electronic Engineering
UC3M,electronica,Robótica Industrial,60.0,Electronic Engineering
UC3M,electronica,Instrumentación Electrónica,45.0,Electronic Engineering
UC3M,electronica,Microprocesadores y Microcontroladores,50.0,Electronic Engineering
UC3M,electronica,Técnicas de búsqueda y uso de la información,0.0,Electronic Engineering
UC3M,electronica,Tecnología Ambiental,0.0,Electronic Engineering
UC3M,electronica,Hojas de cálculo. Nivel avanzado,0.0,Electronic Engineering
UC3M,electronica,Automatización Industrial II,0.0,Electronic Engineering
UC3M,electronica,Convertidores electrónicos de potencia,60.0,Electronic Engineering
UC3M,electronica,Sistemas electrónicos de instrumentación,40.0,Electronic Engineering
UC3M,electronica,Robótica,50.0,Electronic Engineering
UC3M,electronica,Informática Industrial II,0.0,Electronic Engineering
UC3M,electronica,Fabricación y construcción de equipos electrónicos,40.0,Electronic Engineering
UC3M,electronica,Sistemas electrónicos digitales,35.0,Electronic Engineering
UC3M,electronica,Aplicaciones de la automática en edificios,50.0,Electronic Engineering
UC3M,electronica,Generación eólica y fotovoltaica,30.0,Electronic Engineering
UC3M,electronica,Laboratorio de electrónica analógica,30.0,Electronic Engineering
UC3M,electronica,Laboratorio de sistemas de instrumentación,0.0,Electronic Engineering
UC3M,electronica,Sistemas informáticos en tiempo real,0.0,Electronic Engineering
UC3M,electronica,Organización Industrial,60.0,Electronic Engineering
UC3M,electronica,Oficina Técnica,25.0,Electronic Engineering
UC3M,electronica,Control Inteligente,0.0,Electronic Engineering
UC3M,electronica,Sistemas de Percepción,0.0,Electronic Engineering
UC3M,electronica,Sistemas electrónicos de potencia,40.0,Electronic Engineering
UC3M,electronica,Aplicaciones de la automática en vehículos,50.0,Electronic Engineering
UC3M,electronica,Aplicaciones de la automática en biomedicina,0.0,Electronic Engineering
UC3M,electronica,Electrónica para comunicaciones industriales,60.0,Electronic Engineering
UC3M,electronica,Laboratorio de electrónica industrial,0.0,Electronic Engineering
UC3M,electronica,Sistemas Optoelectrónicos,40.0,Electronic Engineering
UC3M,mecanica,Cálculo I,60.0,Mechanical Engineering
UC3M,mecanica,Álgebra Lineal,60.0,Mechanical Engineering
UC3M,mecanica,Programación,30.0,Mechanical Engineering
UC3M,mecanica,Fundamentos químicos de la ingeniería,55.0,Mechanical Engineering
UC3M,mecanica,Física I,60.0,Mechanical Engineering
UC3M,mecanica,Física II,60.0,Mechanical Engineering
UC3M,mecanica,Cálculo II,60.0,Mechanical Engineering
UC3M,mecanica,Expresión gráfica en la ingeniería,49.0,Mechanical Engineering
UC3M,mecanica,Estadística,50.0,Mechanical Engineering
UC3M,mecanica,Técnicas de expresión oral y escrita,0.0,Mechanical Engineering
UC3M,mecanica,Ciencia e ingeniería de materiales,60.0,Mechanical Engineering
UC3M,mecanica,Fundamentos de ingeniería eléctrica,60.0,Mechanical Engineering
UC3M,mecanica,Ingeniería Térmica,60.0,Mechanical Engineering
UC3M,mecanica,Mecánica de Máquinas,50.0,Mechanical Engineering
UC3M,mecanica,Fundamentos de vibraciones mecánicas,50.0,Mechanical Engineering
UC3M,mecanica,Fundamentos de ingeniería electrónica,30.0,Mechanical Engineering
UC3M,mecanica,Mecánica de Estructuras,60.0,Mechanical Engineering
UC3M,mecanica,Ingeniería Fluidomecánica,60.0,Mechanical Engineering
UC3M,mecanica,Fundamentos de gestión empresarial,60.0,Mechanical Engineering
UC3M,mecanica,Sistemas de producción y fabricación,60.0,Mechanical Engineering
UC3M,mecanica,Tecnología Ambiental,50.0,Mechanical Engineering
UC3M,mecanica,Automatización Industrial,50.0,Mechanical Engineering
UC3M,mecanica,Teoría de Máquinas,60.0,Mechanical Engineering
UC3M,mecanica,Elasticidad,60.0,Mechanical Engineering
UC3M,mecanica,Transferencia de Calor,60.0,Mechanical Engineering
UC3M,mecanica,Instalaciones y máquinas hidráulicas,50.0,Mechanical Engineering
UC3M,mecanica,Tecnología Mecánica,45.0,Mechanical Engineering
UC3M,mecanica,Técnicas de búsqueda y uso de la información,0.0,Mechanical Engineering
UC3M,mecanica,Máquinas y centrales térmicas,60.0,Mechanical Engineering
UC3M,mecanica,Tecnología de Materiales,50.0,Mechanical Engineering
UC3M,mecanica,Instalaciones Térmicas,60.0,Mechanical Engineering
UC3M,mecanica,Resistencia de Materiales,60.0,Mechanical Engineering
UC3M,mecanica,Hojas de cálculo. Nivel avanzado,0.0,Mechanical Engineering
UC3M,mecanica,Teoría de estructuras y construcciones industriales,60.0,Mechanical Engineering
UC3M,mecanica,Teoría de Vehículos,50.0,Mechanical Engineering
UC3M,mecanica,Cálculo y diseño de máquinas,60.0,Mechanical Engineering
UC3M,mecanica,Mecánica de Sólidos,60.0,Mechanical Engineering
UC3M,mecanica,Organización Industrial,60.0,Mechanical Engineering
UC3M,mecanica,Oficina Técnica,25.0,Mechanical Engineering
UC3M,mecanica,Diseño Industrial,60.0,Mechanical Engineering
UC3M,mecanica,Dinámica de Estructuras,0.0,Mechanical Engineering
UC3M,mecanica,Equipos Térmicos,40.0,Mechanical Engineering
UC3M,mecanica,Estructuras Ligeras,0.0,Mechanical Engineering
UC3M,mecanica,Mecánica Experimental,30.0,Mechanical Engineering
UC3M,mecanica,Simulación numérica de flujos industriales,0.0,Mechanical Engineering
UC3M,mecanica,Ingeniería Ferroviaria,50.0,Mechanical Engineering
UC3M,mecanica,Instalaciones de energías renovables,50.0,Mechanical Engineering
UC3M,mecanica,Mantenimiento y diagnóstico de máquinas,30.0,Mechanical Engineering
UC3M,mecanica,Modelización numérica de elementos estructurales,40.0,Mechanical Engineering
UC3M,mecanica,Motores de combustión interna,60.0,Mechanical Engineering
UC3M,mecanica,Integridad Estructural,0.0,Mechanical Engineering
UC3M,mecanica,Energía en el Transporte,40.0,Mechanical Engineering
UC3M,mecanica,Energía y Agua,0.0,Mechanical Engineering
UC3M,mecanica,Ampliación de mecánica de fluidos,60.0,Mechanical Engineering
UC3M,mecanica,Biomecanica,0.0,Mechanical Engineering
UC3M,mecanica,Neumatica y Oleohidraulica,50.0,Mechanical Engineering
UC3M,mecanica,Materiales y su impacto medioambiental,40.0,Mechanical Engineering
UC3M,mecanica,Tecnologías de unión: soldadura y adhesivos,60.0,Mechanical Engineering
UC3M,mecanica,Ingeniería de Superficies,60.0,Mechanical Engineering
UC3M,mecanica,Materiales para producción y almacenamiento de energía,0.0,Mechanical Engineering
UC3M,comunicacion,Competencias digitales para el uso de la información,0.0,Communication
UC3M,comunicacion,Creación audiovisual: imagen,40.0,Communication
UC3M,comunicacion,Cultura del Audiovisual,60.0,Communication
UC3M,comunicacion,Estrategias de Expresión,0.0,Communication
UC3M,comunicacion,Teoría y análisis de la imagen,60.0,Communication
UC3M,comunicacion,Teoría del Derecho,50.0,Communication
UC3M,comunicacion,Comunicación Publicitaria,50.0,Communication
UC3M,comunicacion,Creación audiovisual: sonido,40.0,Communication
UC3M,comunicacion,Historia del Cine,50.0,Communication
UC3M,comunicacion,Psicología de los medios audiovisuales,60.0,Communication
UC3M,comunicacion,Tendencias literarias en la cultura contemporánea,60.0,Communication
UC3M,comunicacion,Guión de Cine,50.0,Communication
UC3M,comunicacion,Producción Audiovisual,60.0,Communication
UC3M,comunicacion,Comunicación Periodística,50.0,Communication
UC3M,comunicacion,Cine y televisión en España,60.0,Communication
UC3M,comunicacion,Estudios Fílmicos,50.0,Communication
UC3M,comunicacion,Competencias digitales para el tratamiento de datos. Nivel Intermedio,35.0,Communication
UC3M,comunicacion,Estructura del sistema audiovisual,60.0,Communication
UC3M,comunicacion,Estudios Televisivos,60.0,Communication
UC3M,comunicacion,Realización de Ficción,30.0,Communication
UC3M,comunicacion,El lenguaje y las lenguas en los medios audiovisuales,40.0,Communication
UC3M,comunicacion,Comunicación Audiovisual,60.0,Communication
UC3M,comunicacion,Técnicas de búsqueda y uso de la información,0.0,Communication
UC3M,comunicacion,Técnicas de expresión oral y escrita,0.0,Communication
UC3M,comunicacion,Tecnologías y técnicas del audiovisual,40.0,Communication
UC3M,comunicacion,Teoría de la Imagen,60.0,Communication
UC3M,comunicacion,Teoría del Derecho,50.0,Communication
UC3M,comunicacion,Comunicación Publicitaria,50.0,Communication
UC3M,comunicacion,Lengua Española,60.0,Communication
UC3M,comunicacion,Psicología de los medios audiovisuales,60.0,Communication
UC3M,comunicacion,Taller de Radio,40.0,Communication
UC3M,comunicacion,Análisis de la imagen audiovisual,50.0,Communication
UC3M,comunicacion,Historia de la España del siglo XX,60.0,Communication
UC3M,comunicacion,Historia de los medios audiovisuales,50.0,Communication
UC3M,comunicacion,Principios de Economía,60.0,Communication
UC3M,comunicacion,Teoría y técnica de la realización I,30.0,Communication
UC3M,comunicacion,Comunicación Periodística,50.0,Communication
UC3M,comunicacion,Hojas de cálculo. Nivel Intermedio,0.0,Communication
UC3M,comunicacion,Narrativa Audiovisual,50.0,Communication
UC3M,comunicacion,Tendencias literarias en la cultura contemporánea,60.0,Communication
UC3M,comunicacion,Teoría y técnica de la realización II,40.0,Communication
UC3M,comunicacion,Guión de Cine,50.0,Communication
UC3M,comunicacion,Postproducción Digital,40.0,Communication
UC3M,comunicacion,Producción Audiovisual,60.0,Communication
UC3M,comunicacion,Documental y reportaje,40.0,Communication
UC3M,comunicacion,Estructura del sistema audiovisual,60.0,Communication
UC3M,comunicacion,Estudios Televisivos,60.0,Communication
UC3M,comunicacion,Cine y televisión en España,60.0,Communication
UC3M,comunicacion,Estudios Fílmicos,50.0,Communication
UC3M,comunicacion,Realización de Ficción,30.0,Communication
UC3M,comunicacion,Ficción Televisiva (2),40.0,Communication
UC3M,comunicacion,Filosofía y medios audiovisuales (3),60.0,Communication
UC3M,comunicacion,Formatos Radiofónicos (3),60.0,Communication
UC3M,comunicacion,Género y cultura audiovisual (2),50.0,Communication
UC3M,comunicacion,Géneros Cinematográficos (1),50.0,Communication
UC3M,comunicacion,Géneros Televisivos (2),40.0,Communication
UC3M,comunicacion,Guión de televisión I (ficción) (2),50.0,Communication
UC3M,comunicacion,Nuevas formas publicitarias (3),35.0,Communication
UC3M,comunicacion,Nuevas tendencias de la comunicación audiovisual (2),50.0,Communication
UC3M,comunicacion,Programación de Televisión (2),40.0,Communication
UC3M,comunicacion,Puesta en escena audiovisual (1),60.0,Communication
UC3M,comunicacion,Teoría y técnica de la fotografía (1),40.0,Communication
UC3M,comunicacion,Cine en Medio Oriente y Asia (1),50.0,Communication
UC3M,comunicacion,Cine no narrativo (1),50.0,Communication
UC3M,comunicacion,Cine y sociedad contemporánea (1),60.0,Communication
UC3M,comunicacion,Derecho de la Comunicación (3),40.0,Communication
UC3M,comunicacion,Documentación y patrimonio audiovisual (3),50.0,Communication
UC3M,comunicacion,Estrategias Empresariales (3),60.0,Communication
UC3M,comunicacion,Cine Europeo (1),0.0,Communication
UC3M,comunicacion,Cine latinoamericano y transnacional (1),60.0,Communication
UC3M,comunicacion,Cine Norteamericano (1),60.0,Communication
UC3M,comunicacion,Comunicación audiovisual en la red (2),40.0,Communication
UC3M,comunicacion,Comunicación audiovisual y cultura digital (3),60.0,Communication
UC3M,comunicacion,Crítica de Cine (1),60.0,Communication
UC3M,comunicacion,Dirección de Cámara (1),0.0,Communication
UC3M,comunicacion,Documentación y fuentes en comunicación audiovisual (3),50.0,Communication
UC3M,comunicacion,El Público Audiovisual (2),40.0,Communication
